sale_date,whidx,skuidx,qty
02-10-2019,60181,3589974,1
02-10-2019,65940,3338776,2
03-10-2019,5156,3481968,2
03-10-2019,28902,3338776,1
03-10-2019,28902,3589974,4
03-10-2019,30382,3589974,1
03-10-2019,30442,3338776,1
03-10-2019,30442,3589974,4
03-10-2019,31642,3338776,5
03-10-2019,32102,3338776,1
03-10-2019,32102,3589974,6
03-10-2019,34082,3589974,1
03-10-2019,34122,3481968,2
03-10-2019,37163,3481968,1
03-10-2019,37263,3589974,2
03-10-2019,44612,3338776,2
03-10-2019,44612,3589974,1
03-10-2019,46299,3338776,3
03-10-2019,52520,3338776,1
03-10-2019,52520,3589974,1
03-10-2019,52780,3589974,1
03-10-2019,65940,3338776,1
03-10-2019,69100,3269615,2
03-10-2019,83539,3269615,2
04-10-2019,5156,3481968,1
04-10-2019,30322,3338776,1
04-10-2019,30382,3589974,1
04-10-2019,30442,3338776,1
04-10-2019,30442,3589974,1
04-10-2019,31642,3338776,2
04-10-2019,31642,3589974,1
04-10-2019,32722,3338776,2
04-10-2019,34082,3338776,2
04-10-2019,34082,3589974,1
04-10-2019,39633,3338776,2
04-10-2019,41713,3589974,1
04-10-2019,44612,3338776,1
04-10-2019,46299,3338776,2
04-10-2019,52520,3338776,1
04-10-2019,60181,3338776,1
04-10-2019,60181,3589974,1
04-10-2019,65245,3269615,2
04-10-2019,65940,3338776,2
04-10-2019,69100,3269615,1
05-10-2019,28422,3338776,1
05-10-2019,28902,3589974,1
05-10-2019,30442,3589974,4
05-10-2019,31642,3589974,3
05-10-2019,32102,3589974,2
05-10-2019,34082,3589974,1
05-10-2019,37203,3338776,1
05-10-2019,38243,3338776,1
05-10-2019,38243,3589974,1
05-10-2019,39633,3338776,1
05-10-2019,41713,3338776,1
05-10-2019,44612,3338776,3
05-10-2019,46022,3338776,1
05-10-2019,46299,3338776,5
05-10-2019,46299,3589974,3
05-10-2019,52520,3589974,2
05-10-2019,52760,3589974,2
05-10-2019,52780,3589974,1
05-10-2019,60181,3338776,3
05-10-2019,60181,3589974,1
05-10-2019,65261,3269615,2
05-10-2019,69100,3269615,2
05-10-2019,70401,3269615,2
05-10-2019,75776,3589974,2
06-10-2019,5156,3481968,1
06-10-2019,28902,3338776,1
06-10-2019,28902,3589974,3
06-10-2019,30322,3338776,1
06-10-2019,30442,3589974,1
06-10-2019,31642,3589974,1
06-10-2019,32722,3589974,1
06-10-2019,37163,3481968,1
06-10-2019,37203,3338776,1
06-10-2019,38243,3589974,2
06-10-2019,39098,3589974,1
06-10-2019,39633,3338776,1
06-10-2019,41713,3338776,1
06-10-2019,41713,3589974,2
06-10-2019,52520,3338776,2
06-10-2019,52520,3589974,2
06-10-2019,52760,3589974,4
06-10-2019,52780,3589974,1
06-10-2019,65245,3269615,1
06-10-2019,65261,3269615,2
06-10-2019,75776,3589974,1
07-10-2019,5156,3481968,1
07-10-2019,28422,3338776,1
07-10-2019,28422,3589974,3
07-10-2019,28902,3338776,2
07-10-2019,30322,3338776,1
07-10-2019,32102,3338776,2
07-10-2019,32102,3589974,3
07-10-2019,34082,3589974,1
07-10-2019,37203,3338776,1
07-10-2019,37263,3589974,1
07-10-2019,44612,3589974,1
07-10-2019,46299,3589974,1
07-10-2019,52520,3338776,1
07-10-2019,52780,3589974,1
07-10-2019,60181,3338776,1
07-10-2019,60181,3589974,2
07-10-2019,65261,3269615,1
07-10-2019,75776,3589974,1
08-10-2019,28422,3338776,1
08-10-2019,28422,3589974,5
08-10-2019,28902,3338776,1
08-10-2019,30382,3589974,1
08-10-2019,32102,3589974,4
08-10-2019,32722,3589974,1
08-10-2019,34082,3589974,2
08-10-2019,37203,3338776,1
08-10-2019,39633,3338776,2
08-10-2019,41713,3589974,1
08-10-2019,44612,3338776,2
08-10-2019,44612,3589974,1
08-10-2019,46299,3338776,1
08-10-2019,52520,3338776,1
08-10-2019,52520,3589974,1
08-10-2019,52760,3589974,1
08-10-2019,65245,3269615,1
08-10-2019,65265,3269615,1
08-10-2019,68500,3269615,1
08-10-2019,81490,3481968,1
09-10-2019,5156,3481968,2
09-10-2019,28902,3589974,4
09-10-2019,31642,3589974,2
09-10-2019,32102,3338776,3
09-10-2019,32102,3589974,5
09-10-2019,34082,3589974,1
09-10-2019,37203,3338776,1
09-10-2019,38243,3589974,1
09-10-2019,44612,3589974,1
09-10-2019,46299,3338776,1
09-10-2019,46299,3589974,1
09-10-2019,65940,3338776,2
09-10-2019,69100,3269615,1
09-10-2019,81490,3481968,1
10-10-2019,28422,3589974,6
10-10-2019,28902,3589974,2
10-10-2019,30442,3589974,2
10-10-2019,31642,3589974,5
10-10-2019,32102,3338776,1
10-10-2019,32102,3589974,1
10-10-2019,32722,3338776,1
10-10-2019,32722,3589974,2
10-10-2019,34082,3589974,1
10-10-2019,37163,3481968,1
10-10-2019,37263,3589974,1
10-10-2019,39098,3589974,1
10-10-2019,41713,3589974,1
10-10-2019,44612,3338776,3
10-10-2019,46299,3338776,1
10-10-2019,52520,3589974,1
10-10-2019,52760,3338776,1
10-10-2019,60181,3338776,1
10-10-2019,60181,3589974,2
10-10-2019,65245,3269615,1
10-10-2019,68500,3269615,1
10-10-2019,75776,3589974,1
11-10-2019,28422,3338776,1
11-10-2019,28422,3589974,2
11-10-2019,28902,3338776,2
11-10-2019,28902,3589974,3
11-10-2019,30382,3589974,2
11-10-2019,30442,3338776,1
11-10-2019,30442,3589974,3
11-10-2019,31642,3589974,1
11-10-2019,32102,3338776,5
11-10-2019,34082,3338776,3
11-10-2019,34082,3589974,2
11-10-2019,37203,3338776,1
11-10-2019,38243,3589974,3
11-10-2019,39098,3589974,1
11-10-2019,41713,3338776,1
11-10-2019,44612,3338776,2
11-10-2019,44612,3589974,1
11-10-2019,46299,3338776,1
11-10-2019,46299,3589974,1
11-10-2019,52520,3338776,1
11-10-2019,52780,3589974,1
11-10-2019,60181,3338776,1
11-10-2019,60181,3589974,1
11-10-2019,65261,3269615,2
11-10-2019,65265,3269615,1
11-10-2019,81490,3481968,1
12-10-2019,5156,3481968,1
12-10-2019,28422,3589974,1
12-10-2019,28902,3338776,2
12-10-2019,28902,3589974,2
12-10-2019,30442,3589974,2
12-10-2019,31642,3338776,3
12-10-2019,31642,3589974,2
12-10-2019,32102,3589974,5
12-10-2019,32722,3338776,1
12-10-2019,32722,3589974,2
12-10-2019,34082,3338776,3
12-10-2019,34082,3589974,1
12-10-2019,34122,3481968,1
12-10-2019,37203,3338776,1
12-10-2019,39098,3589974,1
12-10-2019,39633,3338776,1
12-10-2019,44612,3338776,2
12-10-2019,44612,3589974,1
12-10-2019,46299,3589974,1
12-10-2019,52520,3589974,2
12-10-2019,52760,3589974,1
12-10-2019,52780,3589974,1
12-10-2019,60181,3589974,1
12-10-2019,68500,3269615,1
12-10-2019,69100,3269615,1
12-10-2019,75776,3589974,1
13-10-2019,28422,3338776,1
13-10-2019,28422,3589974,2
13-10-2019,28902,3589974,4
13-10-2019,30442,3589974,7
13-10-2019,31642,3589974,2
13-10-2019,32102,3338776,2
13-10-2019,32102,3589974,9
13-10-2019,32722,3338776,2
13-10-2019,32722,3589974,1
13-10-2019,37203,3338776,1
13-10-2019,37263,3589974,1
13-10-2019,41713,3338776,2
13-10-2019,44612,3338776,1
13-10-2019,44612,3589974,1
13-10-2019,46299,3338776,3
13-10-2019,46299,3589974,1
13-10-2019,52520,3589974,1
13-10-2019,52780,3589974,1
13-10-2019,60181,3589974,1
13-10-2019,65940,3338776,1
14-10-2019,5156,3481968,2
14-10-2019,28902,3338776,1
14-10-2019,28902,3589974,2
14-10-2019,30322,3338776,2
14-10-2019,30442,3589974,1
14-10-2019,31642,3338776,1
14-10-2019,31642,3589974,3
14-10-2019,32102,3338776,1
14-10-2019,32102,3589974,2
14-10-2019,32722,3338776,1
14-10-2019,32722,3589974,2
14-10-2019,34082,3338776,2
14-10-2019,34082,3589974,1
14-10-2019,37203,3338776,2
14-10-2019,37263,3589974,3
14-10-2019,44612,3589974,2
14-10-2019,46299,3338776,1
14-10-2019,46299,3589974,4
14-10-2019,52760,3338776,2
14-10-2019,60181,3338776,2
14-10-2019,60181,3589974,1
14-10-2019,70360,3269615,2
15-10-2019,28422,3589974,1
15-10-2019,28902,3338776,2
15-10-2019,28902,3589974,2
15-10-2019,30442,3589974,1
15-10-2019,31642,3589974,1
15-10-2019,32102,3589974,1
15-10-2019,32722,3338776,1
15-10-2019,32722,3589974,1
15-10-2019,38243,3338776,1
15-10-2019,39098,3589974,1
15-10-2019,41713,3338776,1
15-10-2019,41713,3589974,3
15-10-2019,44612,3589974,2
15-10-2019,46299,3338776,1
15-10-2019,46299,3589974,1
15-10-2019,65245,3269615,2
15-10-2019,65265,3269615,1
15-10-2019,70401,3269615,3
15-10-2019,75776,3589974,1
16-10-2019,28422,3589974,1
16-10-2019,28902,3589974,4
16-10-2019,30442,3338776,2
16-10-2019,30442,3589974,2
16-10-2019,31642,3338776,1
16-10-2019,32102,3338776,1
16-10-2019,32722,3338776,1
16-10-2019,32722,3589974,1
16-10-2019,37263,3589974,1
16-10-2019,38243,3338776,2
16-10-2019,38243,3589974,1
16-10-2019,39633,3338776,1
16-10-2019,44612,3338776,1
16-10-2019,52520,3589974,1
16-10-2019,52760,3338776,1
16-10-2019,60181,3338776,1
16-10-2019,60181,3589974,2
17-10-2019,28422,3338776,1
17-10-2019,28422,3589974,2
17-10-2019,28902,3338776,3
17-10-2019,30442,3589974,1
17-10-2019,31642,3589974,1
17-10-2019,32102,3338776,1
17-10-2019,32722,3589974,1
17-10-2019,34122,3481968,1
17-10-2019,37163,3481968,1
17-10-2019,37203,3338776,1
17-10-2019,37263,3589974,1
17-10-2019,38243,3589974,1
17-10-2019,46299,3338776,1
17-10-2019,46299,3589974,2
17-10-2019,52520,3338776,1
17-10-2019,52520,3589974,1
17-10-2019,60181,3589974,1
17-10-2019,75776,3589974,1
18-10-2019,28422,3589974,2
18-10-2019,28902,3338776,1
18-10-2019,28902,3589974,1
18-10-2019,30322,3338776,1
18-10-2019,30382,3589974,1
18-10-2019,30442,3589974,2
18-10-2019,31642,3338776,1
18-10-2019,31642,3589974,1
18-10-2019,32102,3338776,1
18-10-2019,32722,3338776,1
18-10-2019,32722,3589974,1
18-10-2019,37203,3338776,1
18-10-2019,37263,3589974,1
18-10-2019,38243,3589974,1
18-10-2019,39098,3589974,2
18-10-2019,39633,3338776,1
18-10-2019,41713,3589974,1
18-10-2019,46299,3589974,1
18-10-2019,52760,3589974,3
18-10-2019,52780,3589974,2
18-10-2019,60181,3589974,4
18-10-2019,75776,3589974,1
19-10-2019,28422,3589974,1
19-10-2019,28902,3338776,1
19-10-2019,28902,3589974,1
19-10-2019,30322,3338776,1
19-10-2019,30382,3589974,2
19-10-2019,30442,3589974,3
19-10-2019,31642,3589974,1
19-10-2019,32102,3338776,1
19-10-2019,32102,3589974,1
19-10-2019,32722,3589974,1
19-10-2019,34122,3481968,1
19-10-2019,37163,3481968,2
19-10-2019,37263,3589974,1
19-10-2019,38243,3338776,1
19-10-2019,38243,3589974,1
19-10-2019,39098,3589974,1
19-10-2019,41713,3338776,2
19-10-2019,41713,3589974,1
19-10-2019,44612,3338776,1
19-10-2019,44612,3589974,1
19-10-2019,46299,3338776,1
19-10-2019,52520,3589974,1
19-10-2019,52760,3338776,1
19-10-2019,52760,3589974,2
19-10-2019,52780,3589974,4
19-10-2019,60181,3589974,4
19-10-2019,65261,3269615,1
19-10-2019,65940,3338776,1
19-10-2019,70401,3269615,2
19-10-2019,75776,3589974,2
19-10-2019,81490,3481968,1
20-10-2019,28422,3589974,1
20-10-2019,28902,3338776,1
20-10-2019,28902,3589974,1
20-10-2019,30382,3589974,2
20-10-2019,30442,3589974,2
20-10-2019,31642,3589974,2
20-10-2019,32102,3589974,2
20-10-2019,32722,3589974,2
20-10-2019,37203,3338776,1
20-10-2019,37263,3589974,1
20-10-2019,38243,3589974,2
20-10-2019,39098,3589974,3
20-10-2019,39633,3338776,1
20-10-2019,41713,3589974,1
20-10-2019,44612,3589974,2
20-10-2019,46299,3338776,1
20-10-2019,46299,3589974,1
20-10-2019,52520,3589974,3
20-10-2019,52760,3589974,2
20-10-2019,52780,3589974,1
20-10-2019,60181,3589974,1
20-10-2019,65261,3269615,1
20-10-2019,65940,3338776,1
20-10-2019,68500,3269615,1
20-10-2019,75776,3589974,1
20-10-2019,81490,3481968,1
21-10-2019,28422,3589974,1
21-10-2019,28902,3338776,1
21-10-2019,30382,3589974,2
21-10-2019,30442,3338776,2
21-10-2019,32102,3338776,1
21-10-2019,32102,3589974,2
21-10-2019,32722,3338776,1
21-10-2019,34082,3338776,2
21-10-2019,34082,3589974,-1
21-10-2019,37163,3481968,2
21-10-2019,60181,3338776,1
21-10-2019,60181,3589974,2
21-10-2019,69100,3269615,1
22-10-2019,28902,3338776,2
22-10-2019,30382,3589974,1
22-10-2019,30442,3338776,1
22-10-2019,31642,3338776,6
22-10-2019,31642,3589974,4
22-10-2019,32102,3589974,2
22-10-2019,32722,3589974,1
22-10-2019,34082,3338776,1
22-10-2019,34122,3481968,1
22-10-2019,38243,3338776,1
22-10-2019,38243,3589974,1
22-10-2019,41713,3338776,1
22-10-2019,44612,3589974,1
22-10-2019,46299,3338776,1
22-10-2019,52780,3589974,3
22-10-2019,70401,3269615,1
23-10-2019,28422,3589974,1
23-10-2019,28902,3338776,1
23-10-2019,28902,3589974,4
23-10-2019,31642,3338776,2
23-10-2019,31642,3589974,1
23-10-2019,32102,3338776,1
23-10-2019,32102,3589974,2
23-10-2019,32722,3338776,1
23-10-2019,32722,3589974,2
23-10-2019,34082,3338776,1
23-10-2019,34082,3589974,3
23-10-2019,37203,3338776,3
23-10-2019,37263,3589974,1
23-10-2019,38243,3589974,1
23-10-2019,39633,3338776,2
23-10-2019,41713,3338776,1
23-10-2019,41713,3589974,1
23-10-2019,44612,3338776,1
23-10-2019,44612,3589974,1
23-10-2019,46299,3589974,1
23-10-2019,52760,3338776,1
23-10-2019,52760,3589974,1
23-10-2019,52780,3589974,2
23-10-2019,60181,3338776,2
23-10-2019,65940,3338776,1
23-10-2019,68500,3269615,1
23-10-2019,81490,3481968,1
24-10-2019,5156,3481968,1
24-10-2019,28422,3338776,2
24-10-2019,28422,3589974,1
24-10-2019,28902,3338776,2
24-10-2019,28902,3589974,2
24-10-2019,30322,3338776,1
24-10-2019,31642,3589974,1
24-10-2019,32102,3589974,3
24-10-2019,32722,3338776,1
24-10-2019,34082,3338776,1
24-10-2019,34082,3589974,1
24-10-2019,37203,3338776,1
24-10-2019,37263,3589974,1
24-10-2019,38243,3589974,2
24-10-2019,41713,3338776,1
24-10-2019,44612,3589974,1
24-10-2019,46299,3338776,2
24-10-2019,46299,3589974,1
24-10-2019,52520,3338776,1
24-10-2019,60181,3589974,1
24-10-2019,70401,3269615,1
24-10-2019,75776,3589974,2
24-10-2019,81490,3481968,1
25-10-2019,28422,3589974,2
25-10-2019,28902,3338776,6
25-10-2019,28902,3589974,2
25-10-2019,30322,3338776,1
25-10-2019,30382,3589974,1
25-10-2019,30442,3589974,2
25-10-2019,31642,3589974,1
25-10-2019,32102,3338776,2
25-10-2019,32102,3589974,2
25-10-2019,32722,3338776,1
25-10-2019,32722,3589974,1
25-10-2019,34082,3338776,1
25-10-2019,37163,3481968,1
25-10-2019,38243,3589974,1
25-10-2019,41713,3589974,1
25-10-2019,52760,3589974,1
25-10-2019,52780,3589974,1
25-10-2019,60181,3589974,1
25-10-2019,75776,3589974,1
26-10-2019,28422,3589974,1
26-10-2019,28902,3338776,2
26-10-2019,28902,3589974,6
26-10-2019,30442,3589974,3
26-10-2019,31642,3589974,3
26-10-2019,32102,3589974,1
26-10-2019,34082,3589974,1
26-10-2019,37263,3589974,3
26-10-2019,39098,3589974,1
26-10-2019,41713,3589974,1
26-10-2019,44612,3338776,1
26-10-2019,44612,3589974,1
26-10-2019,52520,3338776,1
26-10-2019,52520,3589974,2
26-10-2019,52760,3338776,4
26-10-2019,52780,3589974,2
26-10-2019,60181,3589974,1
26-10-2019,65940,3338776,1
26-10-2019,69100,3269615,1
26-10-2019,75776,3589974,1
27-10-2019,28422,3338776,1
27-10-2019,28422,3589974,2
27-10-2019,28902,3338776,3
27-10-2019,28902,3589974,4
27-10-2019,30322,3338776,3
27-10-2019,30382,3589974,1
27-10-2019,30442,3338776,1
27-10-2019,31642,3338776,1
27-10-2019,31642,3589974,2
27-10-2019,32102,3589974,5
27-10-2019,32722,3589974,1
27-10-2019,34082,3338776,1
27-10-2019,34082,3589974,2
27-10-2019,37163,3481968,1
27-10-2019,37263,3589974,1
27-10-2019,38243,3589974,1
27-10-2019,39098,3589974,1
27-10-2019,44612,3589974,3
27-10-2019,52520,3589974,2
27-10-2019,70401,3269615,1
27-10-2019,75776,3589974,1
27-10-2019,83539,3269615,1
28-10-2019,28902,3589974,3
28-10-2019,30322,3338776,1
28-10-2019,30382,3589974,1
28-10-2019,30442,3589974,5
28-10-2019,31642,3338776,2
28-10-2019,31642,3589974,2
28-10-2019,32102,3338776,4
28-10-2019,32102,3589974,10
28-10-2019,32722,3589974,1
28-10-2019,34082,3338776,2
28-10-2019,34122,3481968,1
28-10-2019,37163,3481968,1
28-10-2019,38243,3589974,1
28-10-2019,44612,3338776,2
28-10-2019,46299,3589974,1
28-10-2019,52520,3338776,2
28-10-2019,52760,3589974,2
28-10-2019,52780,3589974,2
28-10-2019,60181,3589974,2
28-10-2019,69100,3269615,1
28-10-2019,70401,3269615,1
29-10-2019,28902,3338776,1
29-10-2019,30442,3589974,1
29-10-2019,31642,3338776,2
29-10-2019,32722,3338776,1
29-10-2019,32722,3589974,1
29-10-2019,34082,3338776,1
29-10-2019,34082,3589974,1
29-10-2019,44612,3338776,1
29-10-2019,44612,3589974,1
29-10-2019,52520,3589974,1
29-10-2019,60181,3589974,1
29-10-2019,65261,3269615,1
29-10-2019,70360,3269615,1
30-10-2019,5156,3481968,1
30-10-2019,28422,3589974,2
30-10-2019,28902,3338776,1
30-10-2019,28902,3589974,5
30-10-2019,30382,3589974,2
30-10-2019,30442,3338776,2
30-10-2019,30442,3589974,1
30-10-2019,31642,3338776,2
30-10-2019,31642,3589974,1
30-10-2019,32102,3338776,1
30-10-2019,32722,3589974,1
30-10-2019,34122,3481968,1
30-10-2019,37203,3338776,1
30-10-2019,39098,3589974,1
30-10-2019,44612,3338776,1
30-10-2019,44612,3589974,1
30-10-2019,46299,3589974,1
30-10-2019,52520,3589974,2
30-10-2019,52760,3589974,1
30-10-2019,60181,3338776,2
31-10-2019,28902,3589974,3
31-10-2019,30322,3338776,1
31-10-2019,30382,3589974,1
31-10-2019,30442,3338776,1
31-10-2019,30442,3589974,1
31-10-2019,31642,3338776,1
31-10-2019,31642,3589974,2
31-10-2019,32102,3589974,1
31-10-2019,32722,3338776,2
31-10-2019,34082,3589974,1
31-10-2019,37163,3481968,1
31-10-2019,37203,3338776,1
31-10-2019,37263,3589974,1
31-10-2019,38243,3338776,1
31-10-2019,41713,3589974,1
31-10-2019,44612,3589974,1
31-10-2019,46299,3338776,1
31-10-2019,46299,3589974,1
31-10-2019,52520,3338776,1
31-10-2019,52780,3589974,3
31-10-2019,60181,3589974,1
31-10-2019,65261,3269615,1
31-10-2019,68500,3269615,3
31-10-2019,69100,3269615,1
01-11-2019,28422,3338776,1
01-11-2019,28902,3589974,1
01-11-2019,30442,3338776,1
01-11-2019,31642,3338776,1
01-11-2019,32102,3338776,2
01-11-2019,32102,3589974,2
01-11-2019,34082,3338776,2
01-11-2019,34082,3589974,2
01-11-2019,37203,3338776,2
01-11-2019,46299,3338776,1
01-11-2019,46299,3589974,1
01-11-2019,52520,3338776,1
01-11-2019,52520,3589974,1
01-11-2019,60181,3589974,2
01-11-2019,65261,3269615,1
01-11-2019,75776,3589974,2
02-11-2019,28422,3338776,1
02-11-2019,28422,3589974,1
02-11-2019,28902,3338776,1
02-11-2019,28902,3589974,3
02-11-2019,30322,3338776,1
02-11-2019,30382,3589974,1
02-11-2019,30442,3338776,2
02-11-2019,30442,3589974,5
02-11-2019,32102,3589974,1
02-11-2019,34082,3589974,1
02-11-2019,37203,3338776,2
02-11-2019,37263,3589974,1
02-11-2019,38243,3589974,1
02-11-2019,39098,3589974,1
02-11-2019,41713,3338776,2
02-11-2019,41713,3589974,1
02-11-2019,44612,3338776,2
02-11-2019,44612,3589974,1
02-11-2019,46299,3338776,1
02-11-2019,46299,3589974,3
02-11-2019,52520,3338776,1
02-11-2019,52520,3589974,1
02-11-2019,52760,3589974,1
02-11-2019,52780,3589974,1
02-11-2019,60181,3338776,1
02-11-2019,60181,3589974,1
02-11-2019,69100,3269615,1
02-11-2019,83539,3269615,1
03-11-2019,5156,3481968,4
03-11-2019,28902,3338776,2
03-11-2019,28902,3589974,5
03-11-2019,30442,3589974,2
03-11-2019,32102,3338776,1
03-11-2019,32102,3589974,1
03-11-2019,32722,3589974,3
03-11-2019,34082,3589974,1
03-11-2019,37203,3338776,2
03-11-2019,37263,3589974,1
03-11-2019,38243,3338776,1
03-11-2019,38243,3589974,2
03-11-2019,39633,3338776,2
03-11-2019,44612,3338776,1
03-11-2019,44612,3589974,2
03-11-2019,52520,3338776,1
03-11-2019,52520,3589974,1
03-11-2019,52780,3589974,2
03-11-2019,60181,3589974,3
03-11-2019,65245,3269615,1
03-11-2019,65261,3269615,1
04-11-2019,28902,3338776,2
04-11-2019,28902,3589974,3
04-11-2019,30382,3589974,3
04-11-2019,30442,3338776,1
04-11-2019,31642,3338776,1
04-11-2019,31642,3589974,1
04-11-2019,32102,3589974,4
04-11-2019,32722,3338776,1
04-11-2019,32722,3589974,2
04-11-2019,34082,3589974,1
04-11-2019,34122,3481968,1
04-11-2019,37263,3589974,1
04-11-2019,39098,3589974,1
04-11-2019,52520,3589974,1
04-11-2019,52760,3589974,1
04-11-2019,69100,3269615,1
04-11-2019,75776,3589974,3
05-11-2019,5156,3481968,1
05-11-2019,28422,3589974,1
05-11-2019,28902,3589974,7
05-11-2019,30382,3589974,1
05-11-2019,30442,3338776,1
05-11-2019,32102,3338776,2
05-11-2019,32102,3589974,1
05-11-2019,32722,3589974,1
05-11-2019,34082,3338776,1
05-11-2019,34082,3589974,3
05-11-2019,37203,3338776,1
05-11-2019,38243,3589974,1
05-11-2019,39098,3589974,1
05-11-2019,44612,3589974,1
05-11-2019,46299,3338776,1
05-11-2019,46299,3589974,1
05-11-2019,52760,3338776,2
05-11-2019,52760,3589974,1
05-11-2019,60181,3338776,1
05-11-2019,60181,3589974,1
05-11-2019,65265,3269615,1
05-11-2019,75776,3589974,1
05-11-2019,83539,3269615,1
06-11-2019,28902,3338776,1
06-11-2019,28902,3589974,4
06-11-2019,30322,3338776,1
06-11-2019,30382,3589974,1
06-11-2019,31642,3589974,1
06-11-2019,32102,3338776,1
06-11-2019,32102,3589974,3
06-11-2019,37163,3481968,1
06-11-2019,38243,3589974,1
06-11-2019,41713,3338776,1
06-11-2019,44612,3338776,1
06-11-2019,44612,3589974,1
06-11-2019,46299,3338776,2
06-11-2019,46299,3589974,1
06-11-2019,52520,3338776,1
06-11-2019,52760,3338776,1
06-11-2019,52780,3589974,1
07-11-2019,28422,3589974,1
07-11-2019,28902,3338776,1
07-11-2019,28902,3589974,1
07-11-2019,30442,3589974,2
07-11-2019,31642,3589974,1
07-11-2019,32102,3338776,1
07-11-2019,32102,3589974,1
07-11-2019,32722,3589974,1
07-11-2019,34082,3338776,1
07-11-2019,34082,3589974,1
07-11-2019,37263,3589974,1
07-11-2019,38243,3589974,1
07-11-2019,39098,3589974,1
07-11-2019,41713,3589974,1
07-11-2019,52760,3338776,1
07-11-2019,52760,3589974,1
07-11-2019,52780,3589974,1
07-11-2019,60181,3589974,3
07-11-2019,65245,3269615,2
07-11-2019,68500,3269615,1
07-11-2019,83539,3269615,1
08-11-2019,5156,3481968,1
08-11-2019,28422,3338776,1
08-11-2019,30322,3338776,2
08-11-2019,30442,3589974,2
08-11-2019,31642,3338776,1
08-11-2019,31642,3589974,1
08-11-2019,32102,3589974,1
08-11-2019,34082,3338776,1
08-11-2019,41713,3338776,1
08-11-2019,41713,3589974,1
08-11-2019,44612,3589974,2
08-11-2019,46022,3338776,1
08-11-2019,52520,3589974,1
08-11-2019,52780,3589974,1
08-11-2019,75776,3589974,1
08-11-2019,81490,3481968,1
09-11-2019,28902,3338776,1
09-11-2019,28902,3589974,4
09-11-2019,30442,3589974,3
09-11-2019,31642,3338776,2
09-11-2019,32102,3589974,2
09-11-2019,34082,3589974,1
09-11-2019,37163,3481968,2
09-11-2019,37203,3338776,1
09-11-2019,38243,3589974,3
09-11-2019,39098,3589974,2
09-11-2019,41713,3589974,2
09-11-2019,46022,3338776,1
09-11-2019,52520,3589974,1
09-11-2019,52780,3589974,1
09-11-2019,68500,3269615,3
09-11-2019,69100,3269615,1
09-11-2019,70360,3269615,1
09-11-2019,83539,3269615,1
10-11-2019,28902,3338776,4
10-11-2019,28902,3589974,2
10-11-2019,30322,3338776,1
10-11-2019,30382,3589974,1
10-11-2019,30442,3589974,7
10-11-2019,32722,3338776,2
10-11-2019,34082,3338776,1
10-11-2019,34082,3589974,2
10-11-2019,37163,3481968,1
10-11-2019,37263,3589974,1
10-11-2019,38243,3589974,1
10-11-2019,39633,3338776,1
10-11-2019,41713,3338776,1
10-11-2019,46299,3338776,2
10-11-2019,52520,3338776,1
10-11-2019,52760,3589974,2
10-11-2019,60181,3589974,1
10-11-2019,65245,3269615,1
10-11-2019,65265,3269615,1
10-11-2019,65940,3338776,1
10-11-2019,69100,3269615,3
10-11-2019,70401,3269615,2
10-11-2019,75776,3589974,1
10-11-2019,81490,3481968,1
11-11-2019,28422,3589974,1
11-11-2019,28902,3589974,1
11-11-2019,30322,3338776,1
11-11-2019,30442,3589974,1
11-11-2019,31642,3338776,5
11-11-2019,31642,3589974,1
11-11-2019,32102,3338776,1
11-11-2019,32102,3589974,1
11-11-2019,32722,3338776,1
11-11-2019,32722,3589974,1
11-11-2019,37263,3589974,1
11-11-2019,39098,3589974,1
11-11-2019,52760,3589974,1
11-11-2019,52780,3589974,1
11-11-2019,81490,3481968,1
11-11-2019,83539,3269615,1
12-11-2019,28902,3338776,1
12-11-2019,30322,3338776,2
12-11-2019,30442,3589974,2
12-11-2019,31642,3338776,1
12-11-2019,31642,3589974,1
12-11-2019,32102,3589974,1
12-11-2019,34082,3338776,2
12-11-2019,34082,3589974,1
12-11-2019,39633,3338776,1
12-11-2019,41713,3589974,1
12-11-2019,46299,3338776,1
12-11-2019,60181,3589974,1
12-11-2019,68500,3269615,1
13-11-2019,28902,3338776,1
13-11-2019,28902,3589974,3
13-11-2019,30322,3338776,1
13-11-2019,30442,3589974,3
13-11-2019,31642,3589974,3
13-11-2019,32102,3338776,1
13-11-2019,32102,3589974,2
13-11-2019,32722,3589974,2
13-11-2019,37163,3481968,1
13-11-2019,38243,3589974,1
13-11-2019,44612,3589974,2
13-11-2019,52520,3589974,1
13-11-2019,60181,3589974,1
13-11-2019,81490,3481968,1
14-11-2019,28422,3589974,2
14-11-2019,28902,3589974,1
14-11-2019,30442,3589974,4
14-11-2019,32102,3589974,1
14-11-2019,34082,3338776,2
14-11-2019,38243,3338776,2
14-11-2019,38243,3589974,1
14-11-2019,41713,3589974,1
14-11-2019,44612,3589974,3
14-11-2019,46022,3338776,1
14-11-2019,46299,3589974,1
14-11-2019,52520,3338776,1
14-11-2019,52520,3589974,3
14-11-2019,52760,3338776,1
14-11-2019,52760,3589974,1
14-11-2019,52780,3589974,1
14-11-2019,60181,3589974,1
14-11-2019,65940,3338776,1
15-11-2019,5156,3481968,1
15-11-2019,28902,3338776,2
15-11-2019,28902,3589974,2
