,WHIDX,SKUIDX,SALE_DATE,TOTAL_QTY
173,83539,3269615,2019-09-01,1
174,83539,3269615,2019-09-02,1
175,83539,3269615,2019-09-06,1
176,83539,3269615,2019-09-12,1
177,83539,3269615,2019-09-22,1
178,83539,3269615,2019-09-23,1
179,83539,3269615,2019-09-27,1
180,83539,3269615,2019-10-01,1
181,83539,3269615,2019-11-02,1
182,83539,3269615,2019-11-05,1
183,83539,3269615,2019-11-07,1
184,83539,3269615,2019-11-09,1
185,83539,3269615,2019-11-11,1
186,83539,3269615,2019-11-17,1
187,83539,3269615,2019-11-22,1
188,83539,3269615,2019-11-30,1
189,83539,3269615,2019-12-03,1
190,83539,3269615,2019-12-05,1
191,83539,3269615,2019-12-07,1
192,83539,3269615,2019-12-12,1
193,83539,3269615,2019-12-15,1
194,83539,3269615,2019-12-18,1
195,83539,3269615,2019-12-21,1
196,83539,3269615,2019-12-22,1
197,83539,3269615,2019-12-25,1
198,83539,3269615,2019-12-26,1
199,83539,3269615,2019-12-28,1
200,83539,3269615,2019-12-31,1
201,83539,3269615,2020-01-01,1
202,83539,3269615,2020-01-07,1
203,83539,3269615,2020-01-15,1
204,83539,3269615,2020-02-06,1
205,83539,3269615,2020-02-22,1
206,83539,3269615,2020-02-27,1
207,83539,3269615,2020-02-29,1
208,83539,3269615,2020-03-03,1
209,83539,3269615,2020-03-08,1
210,83539,3269615,2020-03-13,1
211,83539,3269615,2020-03-19,1
212,83539,3269615,2020-05-28,1
213,83539,3269615,2020-05-29,1
214,83539,3269615,2020-05-30,1
215,83539,3269615,2020-06-02,1
216,83539,3269615,2020-06-03,1
217,83539,3269615,2020-06-06,1
218,83539,3269615,2020-06-11,1
219,83539,3269615,2020-06-13,1
220,83539,3269615,2020-06-15,1
221,83539,3269615,2020-06-16,1
222,83539,3269615,2020-06-20,1
223,83539,3269615,2020-06-23,1
224,83539,3269615,2020-06-29,1
225,83539,3269615,2020-07-01,1
226,83539,3269615,2020-07-02,1
227,83539,3269615,2020-07-03,1
228,83539,3269615,2020-07-08,1
229,83539,3269615,2020-07-16,1
230,83539,3269615,2020-07-19,1
231,83539,3269615,2020-07-20,1
232,83539,3269615,2020-07-22,1
233,83539,3269615,2020-07-23,1
234,83539,3269615,2020-07-26,1
235,83539,3269615,2020-07-30,1
236,83539,3269615,2020-08-06,1
237,83539,3269615,2020-08-09,1
238,83539,3269615,2020-08-17,1
239,83539,3269615,2020-08-18,1
240,83539,3269615,2020-08-23,1
241,83539,3269615,2020-09-05,1
242,69100,3269615,2019-01-08,2
243,69100,3269615,2019-01-09,2
244,69100,3269615,2019-01-12,2
245,69100,3269615,2019-01-19,2
246,69100,3269615,2019-01-26,2
247,69100,3269615,2019-03-19,2
248,69100,3269615,2019-03-24,2
249,69100,3269615,2019-03-25,2
250,69100,3269615,2019-04-05,2
251,69100,3269615,2019-04-13,2
252,69100,3269615,2019-05-01,2
253,69100,3269615,2019-05-03,2
254,69100,3269615,2019-05-21,2
255,69100,3269615,2019-06-17,2
256,69100,3269615,2019-06-18,2
257,69100,3269615,2019-06-29,2
258,69100,3269615,2019-07-03,2
259,69100,3269615,2019-07-11,2
260,69100,3269615,2019-07-12,2
261,69100,3269615,2019-07-14,2
262,69100,3269615,2019-07-22,2
263,69100,3269615,2019-07-26,2
264,69100,3269615,2019-08-03,2
265,69100,3269615,2019-08-12,2
266,69100,3269615,2019-10-03,2
267,69100,3269615,2019-10-05,2
268,69100,3269615,2019-10-21,2
269,69100,3269615,2019-11-28,2
270,69100,3269615,2019-12-12,2
271,69100,3269615,2019-12-17,2
272,69100,3269615,2019-12-26,2
273,69100,3269615,2019-12-31,2
274,69100,3269615,2020-01-02,2
275,69100,3269615,2020-01-09,2
276,69100,3269615,2020-01-10,2
277,69100,3269615,2020-01-17,2
278,69100,3269615,2020-01-30,2
279,69100,3269615,2020-01-31,2
280,69100,3269615,2020-02-04,2
281,69100,3269615,2020-02-09,2
282,69100,3269615,2020-06-11,2
283,69100,3269615,2020-06-25,2
284,69100,3269615,2020-06-27,2
285,69100,3269615,2020-07-02,2
286,69100,3269615,2020-07-04,2
287,69100,3269615,2020-07-18,2
288,69100,3269615,2020-07-19,2
289,69100,3269615,2020-07-29,2
290,69100,3269615,2020-08-02,2
291,69100,3269615,2020-08-06,2
292,69100,3269615,2020-08-23,2
293,83539,3269615,2019-01-03,2
294,83539,3269615,2019-01-10,2
295,83539,3269615,2019-01-12,2
296,83539,3269615,2019-01-17,2
297,83539,3269615,2019-01-19,2
298,83539,3269615,2019-02-04,2
299,83539,3269615,2019-02-27,2
300,83539,3269615,2019-04-21,2
301,83539,3269615,2019-04-29,2
302,83539,3269615,2019-05-12,2
303,83539,3269615,2019-06-01,2
304,83539,3269615,2019-06-04,2
305,83539,3269615,2019-06-12,2
306,83539,3269615,2019-06-27,2
307,83539,3269615,2019-06-28,2
308,83539,3269615,2019-07-06,2
309,83539,3269615,2019-07-20,2
310,83539,3269615,2019-08-23,2
311,83539,3269615,2019-08-31,2
312,83539,3269615,2019-09-09,2
313,83539,3269615,2019-09-20,2
314,83539,3269615,2019-09-30,2
315,83539,3269615,2019-10-03,2
316,83539,3269615,2019-10-27,2
317,83539,3269615,2019-12-11,2
318,83539,3269615,2019-12-17,2
319,83539,3269615,2020-01-04,2
320,83539,3269615,2020-01-16,2
321,83539,3269615,2020-01-17,2
322,83539,3269615,2020-01-20,2
323,83539,3269615,2020-01-24,2
324,83539,3269615,2020-03-02,2
325,83539,3269615,2020-03-17,2
326,83539,3269615,2020-06-21,2
327,83539,3269615,2020-07-04,2
328,83539,3269615,2020-07-06,2
329,83539,3269615,2020-07-18,2
330,83539,3269615,2020-07-21,2
331,83539,3269615,2020-08-02,2
332,83539,3269615,2020-08-08,2
333,83539,3269615,2020-08-12,2
334,83539,3269615,2020-08-15,2
335,83539,3269615,2020-08-16,2
336,83539,3269615,2020-08-26,2
337,83539,3269615,2020-08-27,2
338,83539,3269615,2020-09-02,2
339,69100,3269615,2019-06-30,3
340,69100,3269615,2019-07-13,3
341,69100,3269615,2019-07-16,3
342,69100,3269615,2019-07-18,3
343,69100,3269615,2019-09-05,3
344,69100,3269615,2019-09-06,3
345,69100,3269615,2019-11-10,3
346,69100,3269615,2019-12-05,3
347,69100,3269615,2020-02-18,3
348,69100,3269615,2020-03-15,3
349,69100,3269615,2020-06-09,3
350,69100,3269615,2020-06-24,3
351,69100,3269615,2020-07-23,3
352,83539,3269615,2019-01-07,3
353,83539,3269615,2019-01-24,3
354,83539,3269615,2019-03-07,3
355,83539,3269615,2019-03-25,3
356,83539,3269615,2019-04-07,3
357,83539,3269615,2019-06-07,3
358,83539,3269615,2019-06-14,3
359,83539,3269615,2019-07-07,3
360,83539,3269615,2019-07-14,3
361,83539,3269615,2019-08-24,3
362,83539,3269615,2019-12-04,3
363,83539,3269615,2019-12-13,3
364,83539,3269615,2020-06-27,3
365,83539,3269615,2020-06-28,3
366,83539,3269615,2020-08-10,3
367,83539,3269615,2020-08-31,3
368,69100,3269615,2020-01-26,4
369,69100,3269615,2020-07-12,4
370,83539,3269615,2019-06-29,4
371,83539,3269615,2019-12-30,4
372,83539,3269615,2020-06-12,4
373,69100,3269615,2019-12-21,5
374,69100,3269615,2020-01-05,5
375,83539,3269615,2020-07-17,5
376,69100,3269615,2019-03-07,6
377,83539,3269615,2020-07-12,6
378,83539,3269615,2020-01-12,9
379,28902,3338776,2019-01-15,1
380,28902,3338776,2019-01-16,1
381,28902,3338776,2019-07-07,1
382,28902,3338776,2019-07-16,1
383,28902,3338776,2019-07-23,1
384,28902,3338776,2019-07-25,1
385,28902,3338776,2019-07-26,1
386,28902,3338776,2019-07-30,1
387,28902,3338776,2019-07-31,1
388,28902,3338776,2019-08-01,1
389,28902,3338776,2019-08-03,1
390,28902,3338776,2019-08-04,1
391,28902,3338776,2019-08-06,1
392,28902,3338776,2019-08-08,1
393,28902,3338776,2019-08-10,1
394,28902,3338776,2019-08-13,1
395,28902,3338776,2019-08-15,1
396,28902,3338776,2019-08-16,1
397,28902,3338776,2019-08-19,1
398,28902,3338776,2019-08-20,1
399,28902,3338776,2019-08-21,1
400,28902,3338776,2019-08-22,1
401,28902,3338776,2019-08-25,1
402,28902,3338776,2019-08-29,1
403,28902,3338776,2019-08-31,1
404,28902,3338776,2019-09-01,1
405,28902,3338776,2019-09-03,1
406,28902,3338776,2019-09-04,1
407,28902,3338776,2019-09-06,1
408,28902,3338776,2019-09-07,1
409,28902,3338776,2019-09-11,1
410,28902,3338776,2019-09-17,1
411,28902,3338776,2019-09-19,1
412,28902,3338776,2019-09-20,1
413,28902,3338776,2019-09-21,1
414,28902,3338776,2019-09-23,1
415,28902,3338776,2019-09-27,1
416,28902,3338776,2019-09-28,1
417,28902,3338776,2019-09-30,1
418,28902,3338776,2019-10-03,1
419,28902,3338776,2019-10-06,1
420,28902,3338776,2019-10-08,1
421,28902,3338776,2019-10-14,1
422,28902,3338776,2019-10-18,1
423,28902,3338776,2019-10-19,1
424,28902,3338776,2019-10-20,1
425,28902,3338776,2019-10-21,1
426,28902,3338776,2019-10-23,1
427,28902,3338776,2019-10-29,1
428,28902,3338776,2019-10-30,1
429,28902,3338776,2019-11-02,1
430,28902,3338776,2019-11-06,1
431,28902,3338776,2019-11-07,1
432,28902,3338776,2019-11-09,1
433,28902,3338776,2019-11-12,1
434,28902,3338776,2019-11-13,1
435,28902,3338776,2019-11-23,1
436,28902,3338776,2019-11-24,1
437,28902,3338776,2019-11-26,1
438,28902,3338776,2019-11-28,1
439,28902,3338776,2019-12-01,1
440,28902,3338776,2019-12-04,1
441,28902,3338776,2019-12-06,1
442,28902,3338776,2019-12-09,1
443,28902,3338776,2019-12-13,1
444,28902,3338776,2019-12-14,1
445,28902,3338776,2019-12-16,1
446,28902,3338776,2019-12-18,1
447,28902,3338776,2019-12-21,1
448,28902,3338776,2019-12-25,1
449,28902,3338776,2019-12-30,1
450,28902,3338776,2020-01-07,1
451,28902,3338776,2020-01-08,1
452,28902,3338776,2020-01-09,1
453,28902,3338776,2020-01-17,1
454,28902,3338776,2020-01-18,1
455,28902,3338776,2020-01-20,1
456,28902,3338776,2020-01-21,1
457,28902,3338776,2020-01-22,1
458,28902,3338776,2020-01-23,1
459,28902,3338776,2020-01-26,1
460,28902,3338776,2020-01-27,1
461,28902,3338776,2020-01-28,1
462,28902,3338776,2020-01-29,1
463,28902,3338776,2020-02-03,1
464,28902,3338776,2020-02-05,1
465,28902,3338776,2020-02-07,1
466,28902,3338776,2020-02-10,1
467,28902,3338776,2020-02-14,1
468,28902,3338776,2020-02-15,1
469,28902,3338776,2020-02-16,1
470,28902,3338776,2020-02-18,1
471,28902,3338776,2020-02-21,1
472,28902,3338776,2020-02-26,1
473,28902,3338776,2020-02-27,1
474,28902,3338776,2020-03-02,1
475,28902,3338776,2020-03-08,1
476,28902,3338776,2020-03-09,1
477,28902,3338776,2020-03-18,1
478,28902,3338776,2020-05-24,1
479,28902,3338776,2020-05-25,1
480,28902,3338776,2020-05-26,1
481,28902,3338776,2020-05-27,1
482,28902,3338776,2020-05-28,1
483,28902,3338776,2020-05-30,1
484,28902,3338776,2020-05-31,1
485,28902,3338776,2020-06-01,1
486,28902,3338776,2020-06-03,1
487,28902,3338776,2020-06-05,1
488,28902,3338776,2020-06-09,1
489,28902,3338776,2020-06-22,1
490,28902,3338776,2020-06-24,1
491,28902,3338776,2020-06-25,1
492,28902,3338776,2020-06-29,1
493,28902,3338776,2020-07-14,1
494,28902,3338776,2020-07-16,1
495,28902,3338776,2020-07-25,1
496,28902,3338776,2020-08-08,1
497,28902,3338776,2020-08-10,1
498,28902,3338776,2020-08-12,1
499,28902,3338776,2020-08-14,1
500,28902,3338776,2020-08-17,1
501,28902,3338776,2020-08-18,1
502,28902,3338776,2020-08-22,1
503,28902,3338776,2020-08-23,1
504,28902,3338776,2020-08-28,1
505,28902,3338776,2020-08-29,1
506,28902,3338776,2020-08-30,1
507,28902,3338776,2020-09-02,1
508,28902,3338776,2020-09-04,1
509,28902,3338776,2020-09-07,1
510,28902,3338776,2020-09-12,1
511,28902,3338776,2020-09-14,1
512,28902,3338776,2020-09-18,1
513,28902,3338776,2020-09-20,1
514,28902,3338776,2020-09-21,1
515,28902,3338776,2020-09-24,1
516,28902,3338776,2020-09-25,1
517,28902,3338776,2020-09-26,1
518,28902,3338776,2020-09-29,1
519,28902,3338776,2020-09-30,1
520,28902,3338776,2020-10-01,1
521,28902,3338776,2020-10-04,1
522,28902,3338776,2020-10-08,1
523,28902,3338776,2020-10-11,1
524,28902,3338776,2020-10-14,1
525,28902,3338776,2020-10-16,1
526,28902,3338776,2020-10-18,1
527,28902,3338776,2020-10-19,1
528,28902,3338776,2020-10-26,1
529,28902,3338776,2020-10-30,1
530,28902,3338776,2020-11-06,1
531,28902,3338776,2020-11-09,1
532,28902,3338776,2020-11-10,1
533,28902,3338776,2020-11-15,1
534,28902,3338776,2020-11-16,1
535,28902,3338776,2020-11-19,1
536,28902,3338776,2020-11-20,1
537,28902,3338776,2020-11-23,1
538,28902,3338776,2020-11-26,1
539,28902,3338776,2020-11-28,1
540,28902,3338776,2020-12-03,1
541,28902,3338776,2020-12-04,1
542,28902,3338776,2020-12-05,1
543,28902,3338776,2020-12-09,1
544,28902,3338776,2020-12-10,1
545,28902,3338776,2020-12-11,1
546,28902,3338776,2020-12-12,1
547,28902,3338776,2020-12-15,1
548,28902,3338776,2020-12-16,1
549,28902,3338776,2020-12-23,1
550,28902,3338776,2020-12-27,1
551,31642,3338776,2019-07-16,1
552,31642,3338776,2019-07-17,1
553,31642,3338776,2019-07-18,1
554,31642,3338776,2019-07-30,1
555,31642,3338776,2019-07-31,1
556,31642,3338776,2019-08-02,1
557,31642,3338776,2019-08-05,1
558,31642,3338776,2019-08-07,1
559,31642,3338776,2019-08-10,1
560,31642,3338776,2019-08-12,1
561,31642,3338776,2019-08-14,1
562,31642,3338776,2019-08-18,1
563,31642,3338776,2019-08-19,1
564,31642,3338776,2019-08-20,1
565,31642,3338776,2019-08-21,1
566,31642,3338776,2019-08-23,1
567,31642,3338776,2019-08-25,1
568,31642,3338776,2019-08-28,1
569,31642,3338776,2019-09-02,1
570,31642,3338776,2019-09-03,1
571,31642,3338776,2019-09-05,1
572,31642,3338776,2019-09-08,1
573,31642,3338776,2019-09-09,1
574,31642,3338776,2019-09-11,1
575,31642,3338776,2019-09-12,1
576,31642,3338776,2019-09-13,1
577,31642,3338776,2019-09-21,1
578,31642,3338776,2019-09-22,1
579,31642,3338776,2019-09-25,1
580,31642,3338776,2019-09-27,1
581,31642,3338776,2019-10-02,1
582,31642,3338776,2019-10-14,1
583,31642,3338776,2019-10-16,1
584,31642,3338776,2019-10-18,1
585,31642,3338776,2019-10-27,1
586,31642,3338776,2019-10-31,1
587,31642,3338776,2019-11-01,1
588,31642,3338776,2019-11-04,1
589,31642,3338776,2019-11-08,1
590,31642,3338776,2019-11-12,1
591,31642,3338776,2019-11-27,1
592,31642,3338776,2019-11-28,1
593,31642,3338776,2019-11-29,1
594,31642,3338776,2019-12-11,1
595,31642,3338776,2019-12-13,1
596,31642,3338776,2019-12-18,1
597,31642,3338776,2019-12-24,1
598,31642,3338776,2019-12-26,1
599,31642,3338776,2019-12-28,1
600,31642,3338776,2020-01-02,1
601,31642,3338776,2020-01-04,1
602,31642,3338776,2020-01-06,1
603,31642,3338776,2020-01-08,1
604,31642,3338776,2020-01-09,1
605,31642,3338776,2020-01-16,1
606,31642,3338776,2020-01-19,1
607,31642,3338776,2020-01-26,1
608,31642,3338776,2020-01-29,1
609,31642,3338776,2020-02-05,1
610,31642,3338776,2020-02-06,1
611,31642,3338776,2020-02-10,1
612,31642,3338776,2020-02-13,1
613,31642,3338776,2020-02-19,1
614,31642,3338776,2020-02-20,1
615,31642,3338776,2020-02-26,1
616,31642,3338776,2020-03-02,1
617,31642,3338776,2020-03-14,1
618,31642,3338776,2020-03-15,1
619,31642,3338776,2020-03-20,1
620,31642,3338776,2020-05-21,1
621,31642,3338776,2020-05-25,1
622,31642,3338776,2020-06-02,1
623,31642,3338776,2020-06-12,1
624,31642,3338776,2020-06-13,1
625,31642,3338776,2020-06-18,1
626,31642,3338776,2020-06-19,1
627,31642,3338776,2020-06-21,1
628,31642,3338776,2020-06-23,1
629,31642,3338776,2020-07-04,1
630,31642,3338776,2020-07-07,1
631,31642,3338776,2020-07-17,1
632,31642,3338776,2020-07-25,1
633,31642,3338776,2020-07-26,1
634,31642,3338776,2020-07-28,1
635,31642,3338776,2020-07-31,1
636,31642,3338776,2020-08-11,1
637,31642,3338776,2020-08-20,1
638,31642,3338776,2020-08-22,1
639,31642,3338776,2020-08-23,1
640,31642,3338776,2020-08-26,1
641,31642,3338776,2020-08-27,1
642,31642,3338776,2020-08-29,1
643,31642,3338776,2020-09-01,1
644,31642,3338776,2020-09-09,1
645,31642,3338776,2020-09-15,1
646,31642,3338776,2020-09-16,1
647,31642,3338776,2020-09-28,1
648,31642,3338776,2020-10-04,1
649,31642,3338776,2020-10-06,1
650,31642,3338776,2020-10-07,1
651,31642,3338776,2020-10-12,1
652,31642,3338776,2020-10-13,1
653,31642,3338776,2020-10-18,1
654,31642,3338776,2020-10-20,1
655,31642,3338776,2020-10-26,1
656,31642,3338776,2020-10-31,1
657,31642,3338776,2020-11-05,1
658,31642,3338776,2020-11-12,1
659,31642,3338776,2020-11-16,1
660,31642,3338776,2020-11-20,1
661,31642,3338776,2020-11-22,1
662,31642,3338776,2020-11-26,1
663,31642,3338776,2020-11-27,1
664,31642,3338776,2020-12-04,1
665,31642,3338776,2020-12-09,1
666,31642,3338776,2020-12-10,1
667,31642,3338776,2020-12-12,1
668,31642,3338776,2020-12-13,1
669,31642,3338776,2020-12-14,1
670,31642,3338776,2020-12-16,1
671,31642,3338776,2020-12-17,1
672,31642,3338776,2020-12-18,1
673,31642,3338776,2020-12-19,1
674,31642,3338776,2020-12-21,1
675,31642,3338776,2020-12-27,1
676,31642,3338776,2020-12-29,1
677,32722,3338776,2019-07-11,1
678,32722,3338776,2019-07-16,1
679,32722,3338776,2019-07-20,1
680,32722,3338776,2019-07-25,1
681,32722,3338776,2019-07-27,1
682,32722,3338776,2019-07-29,1
683,32722,3338776,2019-07-30,1
